Entrez Gene ID,Symbol
11009,IL24
64806,IL25
55801,IL26
246778,IL27
9466,IL27RA
386653,IL31
133396,IL31RA
9235,IL32
90865,IL33
146433,IL34
27179,IL36A
27177,IL36B
56300,IL36G
26525,IL36RN
27178,IL37
286676,ILDR1
387597,ILDR2
3608,ILF2
100421506,ILF2P1
644616,ILF2P2
3609,ILF3
147727,ILF3-DT
3611,ILK
80895,ILKAP
64771,ILRUN
105369222,ILRUNP1
10994,ILVBL
196294,IMMP1L
729101,IMMP1LP1
105369987,IMMP1LP2
106481715,IMMP1LP3
83943,IMMP2L
10989,IMMT
54045,IMMTP1
55272,IMP3
646087,IMP3P1
106480272,IMP3P2
92856,IMP4
3612,IMPA1
650747,IMPA1P1
3613,IMPA2
55364,IMPACT
3614,IMPDH1
340499,IMPDH1P1
402394,IMPDH1P2
136307,IMPDH1P3
139334,IMPDH1P4
340780,IMPDH1P5
392267,IMPDH1P6
391467,IMPDH1P7
131961,IMPDH1P8
441132,IMPDH1P9
100874399,IMPDH1P10
727833,IMPDH1P11
3615,IMPDH2
3617,IMPG1
50939,IMPG2
9118,INA
255783,INAFM1
100505573,INAFM2
55765,INAVA
388324,INCA1
3619,INCENP
8552,INE1
8551,INE2
64423,INF2
3621,ING1
3622,ING2
54556,ING3
51147,ING4
84289,ING5
27160,INGX
3623,INHA
3624,INHBA
285954,INHBA-AS1
3625,INHBB
3626,INHBC
83729,INHBE
100129696,INHCAP
58493,INIP
389119,INKA1
55924,INKA2
100506343,INKA2-AS1
11185,INMT
100526825,INMT-MINDY4
54617,INO80
109729177,INO80-AS1
83444,INO80B
100532735,INO80B-WBP1
125476,INO80C
54891,INO80D
283899,INO80E
3628,INPP1
3631,INPP4A
8821,INPP4B
3632,INPP5A
3633,INPP5B
3635,INPP5D
56623,INPP5E
22876,INPP5F
27124,INPP5J
51763,INPP5K
3636,INPPL1
3630,INS
723961,INS-IGF2
387755,INSC
3638,INSIG1
51141,INSIG2
3640,INSL3
3641,INSL4
10022,INSL5
11172,INSL6
3642,INSM1
84684,INSM2
3643,INSR
3645,INSRR
388135,INSYN1
101929221,INSYN1-AS1
642938,INSYN2A
100131897,INSYN2B
26173,INTS1
57508,INTS2
65123,INTS3
92105,INTS4
285905,INTS4P1
644619,INTS4P2
80789,INTS5
26512,INTS6
100507398,INTS6-AS1
203522,INTS6L
100874118,INTS6L-AS1
285634,INTS6P1
25896,INTS7
55656,INTS8
55756,INTS9
109729178,INTS9-AS1
55174,INTS10
54973,INTS11
57117,INTS12
55726,INTS13
81556,INTS14
27152,INTU
27130,INVS
9807,IP6K1
51447,IP6K2
117283,IP6K3
26034,IPCEF1
253430,IPMK
401730,IPMKP1
79711,IPO4
3843,IPO5
100132815,IPO5P1
10527,IPO7
100129708,IPO7P1
100128337,IPO7P2
10526,IPO8
100418819,IPO8P1
55705,IPO9
100873949,IPO9-AS1
51194,IPO11
9670,IPO13
3652,IPP
64768,IPPK
100874419,IPPKP1
3653,IPW
642574,IQANK1
79781,IQCA1
107080627,IQCA1-AS1
392843,IQCA1L
9657,IQCB1
340192,IQCB2P
55721,IQCC
115811,IQCD
23288,IQCE
132141,IQCF1
389123,IQCF2
401067,IQCF3
100506840,IQCF4P
389124,IQCF5
101928999,IQCF5-AS1
440956,IQCF6
84223,IQCG
64799,IQCH
100506686,IQCH-AS1
654502,IQCJ
100505385,IQCJ-SCHIP1
100874433,IQCJ-SCHIP1-AS1
124152,IQCK
285423,IQCM
80726,IQCN
8826,IQGAP1
10788,IQGAP2
128239,IQGAP3
9922,IQSEC1
23096,IQSEC2
440073,IQSEC3
100132450,IQSEC3P1
100130073,IQSEC3P2
728056,IQSEC3P3
154865,IQUB
104472848,IRAIN
3654,IRAK1
134728,IRAK1BP1
3656,IRAK2
11213,IRAK3
51135,IRAK4
3658,IREB2
3659,IRF1
441108,IRF1-AS1
3660,IRF2
26145,IRF2BP1
359948,IRF2BP2
64207,IRF2BPL
3661,IRF3
3662,IRF4
3663,IRF5
100420406,IRF5P1
3664,IRF6
3665,IRF7
3394,IRF8
10379,IRF9
56269,IRGC
345611,IRGM
126298,IRGQ
3667,IRS1
8660,IRS2
442338,IRS3P
8471,IRS4
79192,IRX1
646390,IRX1P1
153572,IRX2
79191,IRX3
50805,IRX4
101929056,IRX4-AS1
100009671,IRX4P1
10265,IRX5
79190,IRX6
81689,ISCA1
389293,ISCA1P1
100288517,ISCA1P2
100131092,ISCA1P3
100128012,ISCA1P4
100288250,ISCA1P5
100130549,ISCA1P6
122961,ISCA2
100287193,ISCA2P1
23479,ISCU
100462833,ISCUP1
9636,ISG15
3669,ISG20
81875,ISG20L2
3670,ISL1
64843,ISL2
3671,ISLR
57611,ISLR2
140862,ISM1
100505536,ISM1-AS1
145501,ISM2
51015,ISOC1
79763,ISOC2
9798,IST1
91464,ISX
57461,ISY1
100534599,ISY1-RAB43
51477,ISYNA1
83737,ITCH
106480737,ITCH-AS1
100874302,ITCH-IT1
81533,ITFG1
101927102,ITFG1-AS1
55846,ITFG2
283440,ITFG2-AS1
3672,ITGA1
3673,ITGA2
3674,ITGA2B
3675,ITGA3
3676,ITGA4
3678,ITGA5
3655,ITGA6
101929947,ITGA6-AS1
3679,ITGA7
8516,ITGA8
3680,ITGA9
101928153,ITGA9-AS1
8515,ITGA10
22801,ITGA11
3681,ITGAD
3682,ITGAE
3683,ITGAL
3684,ITGAM
3685,ITGAV
3687,ITGAX
3688,ITGB1
101929475,ITGB1-DT
9270,ITGB1BP1
26548,ITGB1BP2
100422691,ITGB1P1
3689,ITGB2
100505746,ITGB2-AS1
3690,ITGB3
23421,ITGB3BP
3691,ITGB4
3693,ITGB5
100873992,ITGB5-AS1
3694,ITGB6
3695,ITGB7
3696,ITGB8
9358,ITGBL1
3697,ITIH1
3698,ITIH2
3699,ITIH3
3700,ITIH4
100873993,ITIH4-AS1
80760,ITIH5
347365,ITIH6
3702,ITK
55600,ITLN1
142683,ITLN2
9452,ITM2A
9445,ITM2B
100420308,ITM2BP1
81618,ITM2C
3704,ITPA
3705,ITPK1
319085,ITPK1-AS1
3706,ITPKA
3707,ITPKB
100873994,ITPKB-AS1
100506443,ITPKB-IT1
80271,ITPKC
3708,ITPR1
100996539,ITPR1-DT
3709,ITPR2
3710,ITPR3
223075,ITPRID1
6744,ITPRID2
85450,ITPRIP
101927472,ITPRIP-AS1
150771,ITPRIPL1
162073,ITPRIPL2
6453,ITSN1
50618,ITSN2
3712,IVD
3713,IVL
10625,IVNS1ABP
55677,IWS1
389434,IYD
284359,IZUMO1
390243,IZUMO1R
126123,IZUMO2
100129669,IZUMO3
113177,IZUMO4
79960,JADE1
23338,JADE2
9767,JADE3
101669763,JADRR
182,JAG1
3714,JAG2
84522,JAGN1
3716,JAK1
3717,JAK2
3718,JAK3
152789,JAKMIP1
9832,JAKMIP2
153469,JAKMIP2-AS1
282973,JAKMIP3
58494,JAM2
83700,JAM3
120425,JAML
3720,JARID2
100506681,JARID2-AS1
221895,JAZF1
100128081,JAZF1-AS1
57608,JCAD
729056,JCADP1
3512,JCHAIN
3513,JCHAINP1
122953,JDP2
79864,JHY
51528,JKAMP
100049717,JKAMPP1
221037,JMJD1C
84989,JMJD1C-AS1
65094,JMJD4
23210,JMJD6
100137047,JMJD7
8681,JMJD7-PLA2G4B
339123,JMJD8
133746,JMY
9929,JOSD1
126119,JOSD2
56704,JPH1
57158,JPH2
57338,JPH3
84502,JPH4
51155,JPT1
100130171,JPT1P1
90861,JPT2
554203,JPX
8629,JRK
8690,JRKL
100874053,JRKL-AS1
126306,JSRP1
10899,JTB
100874254,JTBP1
3725,JUN
3726,JUNB
3727,JUND
3728,JUP
353219,KAAG1
8997,KALRN
23189,KANK1
100862705,KANK1P1
25959,KANK2
256949,KANK3
163782,KANK4
284058,KANSL1
644246,KANSL1-AS1
151050,KANSL1L
101928020,KANSL1L-AS1
54934,KANSL2
55683,KANSL3
102723508,KANTR
3735,KARS1
100419558,KARS1P1
100419560,KARS1P2
100132079,KARS1P3
2648,KAT2A
8850,KAT2B
10524,KAT5
7994,KAT6A
23522,KAT6B
11143,KAT7
84148,KAT8
57325,KAT14
11104,KATNA1
84056,KATNAL1
83473,KATNAL2
10300,KATNB1
79768,KATNBL1
100420919,KATNBL1P1
100130235,KATNBL1P2
100420946,KATNBL1P3
100128982,KATNBL1P4
100420841,KATNBL1P5
729176,KATNBL1P6
81621,KAZALD1
23254,KAZN
105376762,KAZN-AS1
25948,KBTBD2
143879,KBTBD3
55709,KBTBD4
89890,KBTBD6
84078,KBTBD7
84541,KBTBD8
9920,KBTBD11
104266957,KBTBD11-OT1
166348,KBTBD12
390594,KBTBD13
56888,KCMF1
3736,KCNA1
3737,KCNA2
3738,KCNA3
3739,KCNA4
3741,KCNA5
3742,KCNA6
3743,KCNA7
3744,KCNA10
7881,KCNAB1
100874084,KCNAB1-AS1
100874083,KCNAB1-AS2
8514,KCNAB2
9196,KCNAB3
3745,KCNB1
9312,KCNB2
3746,KCNC1
3747,KCNC2
3748,KCNC3
3749,KCNC4
3750,KCND1
3751,KCND2
3752,KCND3
100873995,KCND3-AS1
100874295,KCND3-IT1
3753,KCNE1
102723475,KCNE1B
9992,KCNE2
10008,KCNE3
23704,KCNE4
23630,KCNE5
3754,KCNF1
3755,KCNG1
26251,KCNG2
170850,KCNG3
93107,KCNG4
3756,KCNH1
100874296,KCNH1-IT1
3757,KCNH2
23416,KCNH3
23415,KCNH4
27133,KCNH5
81033,KCNH6
90134,KCNH7
101929570,KCNH7-AS1
131096,KCNH8
30820,KCNIP1
105377716,KCNIP1-AS1
101928033,KCNIP1-OT1
30819,KCNIP2
100289509,KCNIP2-AS1
30818,KCNIP3
80333,KCNIP4
359822,KCNIP4-IT1
3758,KCNJ1
3759,KCNJ2
400617,KCNJ2-AS1
3760,KCNJ3
3761,KCNJ4
3762,KCNJ5
3763,KCNJ6
105372799,KCNJ6-AS1
3764,KCNJ8
3765,KCNJ9
3766,KCNJ10
3767,KCNJ11
3768,KCNJ12
3769,KCNJ13
3770,KCNJ14
3772,KCNJ15
3773,KCNJ16
100134444,KCNJ18
3775,KCNK1
3776,KCNK2
3777,KCNK3
50801,KCNK4
8645,KCNK5
9424,KCNK6
10089,KCNK7
51305,KCNK9
54207,KCNK10
56660,KCNK12
56659,KCNK13
60598,KCNK15
106144538,KCNK15-AS1
83795,KCNK16
89822,KCNK17
338567,KCNK18
3778,KCNMA1
101929328,KCNMA1-AS1
101929310,KCNMA1-AS2
101929286,KCNMA1-AS3
3779,KCNMB1
10242,KCNMB2
104797538,KCNMB2-AS1
27094,KCNMB3
27093,KCNMB3P1
27345,KCNMB4
3780,KCNN1
3781,KCNN2
3782,KCNN3
3783,KCNN4
3784,KCNQ1
338653,KCNQ1-AS1
55539,KCNQ1DN
10984,KCNQ1OT1
3785,KCNQ2
105372720,KCNQ2-AS1
3786,KCNQ3
9132,KCNQ4
56479,KCNQ5
100873997,KCNQ5-AS1
100507381,KCNQ5-IT1
283518,KCNRG
3787,KCNS1
3788,KCNS2
3790,KCNS3
57582,KCNT1
343450,KCNT2
157855,KCNU1
27012,KCNV1
169522,KCNV2
375616,KCP
284252,KCTD1
23510,KCTD2
51133,KCTD3
386618,KCTD4
54442,KCTD5
100422094,KCTD5P1
200845,KCTD6
154881,KCTD7
386617,KCTD8
54793,KCTD9
100422273,KCTD9P1
643535,KCTD9P2
647013,KCTD9P3
100422242,KCTD9P4
100422179,KCTD9P5
642513,KCTD9P6
83892,KCTD10
100422230,KCTD10P1
147040,KCTD11
115207,KCTD12
253980,KCTD13
65987,KCTD14
79047,KCTD15
57528,KCTD16
79734,KCTD17
130535,KCTD18
146212,KCTD19
222658,KCTD20
283219,KCTD21
100289388,KCTD21-AS1
100144494,KDELC1P1
10945,KDELR1
11014,KDELR2
11015,KDELR3
126695,KDF1
23028,KDM1A
221656,KDM1B
22992,KDM2A
84678,KDM2B
101928346,KDM2B-DT
55818,KDM3A
100420666,KDM3AP1
51780,KDM3B
9682,KDM4A
100132774,KDM4A-AS1
23030,KDM4B
23081,KDM4C
55693,KDM4D
390245,KDM4E
100129053,KDM4F
5927,KDM5A
10765,KDM5B
8242,KDM5C
100874299,KDM5C-IT1
8284,KDM5D
359796,KDM5DP1
7403,KDM6A
23135,KDM6B
80853,KDM7A
100134229,KDM7A-DT
79831,KDM8
3791,KDR
2531,KDSR
9817,KEAP1
3792,KEL
11081,KERA
80759,KHDC1
100129128,KHDC1L
653194,KHDC1P1
154288,KHDC3L
22889,KHDC4
10657,KHDRBS1
202559,KHDRBS2
112577463,KHDRBS2-OT1
10656,KHDRBS3
3795,KHK
23351,KHNYN
8570,KHSRP
402359,KHSRPP1
9674,KIAA0040
9808,KIAA0087
9703,KIAA0100
9778,KIAA0232
9856,KIAA0319
79932,KIAA0319L
9710,KIAA0355
9729,KIAA0408
9764,KIAA0513
23247,KIAA0556
9786,KIAA0586
9851,KIAA0753
643314,KIAA0754
285600,KIAA0825
23366,KIAA0895
653319,KIAA0895L
100128238,KIAA0895LP1
23313,KIAA0930
23285,KIAA1107
84162,KIAA1109
57456,KIAA1143
644295,KIAA1143P1
107986034,KIAA1143P2
57179,KIAA1191
57481,KIAA1210
56243,KIAA1217
57535,KIAA1324
222223,KIAA1324L
57536,KIAA1328
57648,KIAA1522
57670,KIAA1549
25758,KIAA1549L
57691,KIAA1586
57710,KIAA1614
103344928,KIAA1614-AS1
85379,KIAA1671
100128531,KIAA1671-AS1
85449,KIAA1755
84542,KIAA1841
158405,KIAA1958
100652824,KIAA2012
729224,KIAA2012-AS1
90231,KIAA2013
158358,KIAA2026
57498,KIDINS220
547,KIF1A
23095,KIF1B
10749,KIF1C
102724009,KIF1C-AS1
3796,KIF2A
84643,KIF2B
11004,KIF2C
11127,KIF3A
100419880,KIF3AP1
9371,KIF3B
3797,KIF3C
24137,KIF4A
285643,KIF4B
347363,KIF4CP
3798,KIF5A
3799,KIF5B
3800,KIF5C
112267889,KIF5C-AS1
221458,KIF6
374654,KIF7
64147,KIF9
285352,KIF9-AS1
3832,KIF11
113220,KIF12
63971,KIF13A
23303,KIF13B
9928,KIF14
56992,KIF15
55614,KIF16B
57576,KIF17
81930,KIF18A
146909,KIF18B
642683,KIF18BP1
124602,KIF19
10112,KIF20A
9585,KIF20B
55605,KIF21A
23046,KIF21B
3835,KIF22
9493,KIF23
347240,KIF24
3834,KIF25
100505879,KIF25-AS1
26153,KIF26A
55083,KIF26B
111216275,KIF26B-AS1
55582,KIF27
100130097,KIF28P
22920,KIFAP3
26128,KIFBP
3833,KIFC1
90990,KIFC2
3801,KIFC3
22944,KIN
3802,KIR2DL1
3803,KIR2DL2
3804,KIR2DL3
3805,KIR2DL4
57292,KIR2DL5A
553128,KIR2DL5B
554300,KIR2DP1
3806,KIR2DS1
100132285,KIR2DS2
3808,KIR2DS3
3809,KIR2DS4
3810,KIR2DS5
3811,KIR3DL1
3812,KIR3DL2
115653,KIR3DL3
548594,KIR3DP1
3813,KIR3DS1
90011,KIR3DX1
55243,KIRREL1
100505785,KIRREL1-IT1
84063,KIRREL2
84623,KIRREL3
100874250,KIRREL3-AS1
100874251,KIRREL3-AS2
283165,KIRREL3-AS3
3814,KISS1
84634,KISS1R
3815,KIT
4254,KITLG
55857,KIZ
101929591,KIZ-AS1
9365,KL
152831,KLB
3831,KLC1
64837,KLC2
147700,KLC3
89953,KLC4
10661,KLF1
10365,KLF2
106480253,KLF2P1
106480678,KLF2P2
106481672,KLF2P3
100533668,KLF2P4
51274,KLF3
79667,KLF3-AS1
651815,KLF3P1
100124394,KLF3P2
9314,KLF4
100420113,KLF4P1
688,KLF5
1316,KLF6
8609,KLF7
100874272,KLF7-IT1
100128036,KLF7P1
11279,KLF8
100128777,KLF8P1
687,KLF9
101927086,KLF9-DT
7071,KLF10
8462,KLF11
11278,KLF12
51621,KLF13
136259,KLF14
28999,KLF15
83855,KLF16
128209,KLF17
100133321,KLF17P1
106481669,KLF17P2
105378952,KLF18
122773,KLHDC1
23588,KLHDC2
116138,KLHDC3
54758,KLHDC4
127707,KLHDC7A
113730,KLHDC7B
55220,KLHDC8A
200942,KLHDC8B
126823,KLHDC9
23008,KLHDC10
57626,KLHL1
11275,KLHL2
729249,KLHL2P1
26249,KLHL3
56062,KLHL4
51088,KLHL5
89857,KLHL6
100874019,KLHL6-AS1
55975,KLHL7
100775104,KLHL7-DT
57563,KLHL8
55958,KLHL9
317719,KLHL10
55175,KLHL11
59349,KLHL12
90293,KLHL13
57565,KLHL14
80311,KLHL15
339451,KLHL17
23276,KLHL18
27252,KLHL20
9903,KLHL21
84861,KLHL22
151230,KLHL23
54800,KLHL24
64410,KLHL25
55295,KLHL26
54813,KLHL28
114818,KLHL29
377007,KLHL30
394261,KLHL30-AS1
401265,KLHL31
114792,KLHL32
123103,KLHL33
257240,KLHL34
283212,KLHL35
79786,KLHL36
340359,KLHL38
131377,KLHL40
10324,KLHL41
57542,KLHL42
3816,KLK1
3817,KLK2
354,KLK3
9622,KLK4
25818,KLK5
5653,KLK6
5650,KLK7
11202,KLK8
284366,KLK9
5655,KLK10
11012,KLK11
43849,KLK12
26085,KLK13
43847,KLK14
55554,KLK15
3818,KLKB1
606293,KLKP1
100144748,KLLN
10748,KLRA1P
3820,KLRB1
3821,KLRC1
3822,KLRC2
3823,KLRC3
8302,KLRC4
100528032,KLRC4-KLRK1
3824,KLRD1
51348,KLRF1
100431172,KLRF2
10219,KLRG1
346689,KLRG2
22914,KLRK1
8564,KMO
4297,KMT2A
9757,KMT2B
58508,KMT2C
8085,KMT2D
55904,KMT2E
100216545,KMT2E-AS1
387893,KMT5A
57108,KMT5AP1
100421788,KMT5AP2
100421819,KMT5AP3
51111,KMT5B
84787,KMT5C
148930,KNCN
85442,KNDC1
3827,KNG1
57082,KNL1
400506,KNOP1
100129937,KNOP1P1
100420898,KNOP1P2
100128029,KNOP1P3
100420843,KNOP1P4
100130158,KNOP1P5
90417,KNSTRN
9735,KNTC1
3836,KPNA1
3838,KPNA2
643513,KPNA2P1
645680,KPNA2P2
109286552,KPNA2P3
3839,KPNA3
3840,KPNA4
3841,KPNA5
23633,KPNA6
402569,KPNA7
3837,KPNB1
448834,KPRP
11133,KPTN
3845,KRAS
3844,KRASP1
84626,KRBA1
124751,KRBA2
100506243,KRBOX1
100506275,KRBOX1-AS1
55634,KRBOX4
51315,KRCC1
83999,KREMEN1
79412,KREMEN2
65095,KRI1
889,KRIT1
11103,KRR1
100422486,KRR1P1
3848,KRT1
3849,KRT2
3850,KRT3
3851,KRT4
3852,KRT5
3853,KRT6A
3854,KRT6B
286887,KRT6C
3855,KRT7
109729127,KRT7-AS
3856,KRT8
338017,KRT8P1
390472,KRT8P2
728638,KRT8P3
100509857,KRT8P4
342732,KRT8P5
392552,KRT8P6
729131,KRT8P7
402429,KRT8P8
390601,KRT8P9
344320,KRT8P10
347265,KRT8P11
90133,KRT8P12
730023,KRT8P13
347333,KRT8P14
645834,KRT8P15
220959,KRT8P16
392479,KRT8P17
442078,KRT8P18
644998,KRT8P19
441218,KRT8P20
126811,KRT8P21
342419,KRT8P22
390610,KRT8P23
729344,KRT8P24
402134,KRT8P25
390211,KRT8P26
442455,KRT8P27
391099,KRT8P28
391155,KRT8P29
391485,KRT8P30
728167,KRT8P31
100289133,KRT8P32
100418737,KRT8P33
100418811,KRT8P34
100418747,KRT8P35
100418748,KRT8P36
100287325,KRT8P37
100418799,KRT8P38
100418781,KRT8P39
100418728,KRT8P40
283102,KRT8P41
100418750,KRT8P42
100289319,KRT8P43
100129958,KRT8P44
149501,KRT8P45
100418744,KRT8P46
644743,KRT8P47
100887067,KRT8P48
643447,KRT8P49
102724430,KRT8P50
106480676,KRT8P51
100887068,KRT8P52
3857,KRT9
3858,KRT10
3859,KRT12
3860,KRT13
3861,KRT14
3866,KRT15
3868,KRT16
729252,KRT16P1
400578,KRT16P2
644945,KRT16P3
339244,KRT16P4
353196,KRT16P5
353194,KRT16P6
3872,KRT17
147228,KRT17P1
339241,KRT17P2
729682,KRT17P3
339186,KRT17P4
339240,KRT17P5
284196,KRT17P6
339258,KRT17P7
100130074,KRT17P8
3875,KRT18
3879,KRT18P1
54044,KRT18P2
170527,KRT18P3
391256,KRT18P4
728300,KRT18P5
122592,KRT18P6
100418877,KRT18P7
125242,KRT18P8
442205,KRT18P9
360019,KRT18P10
3876,KRT18P11
643471,KRT18P12
392371,KRT18P13
119722,KRT18P14
729211,KRT18P15
391827,KRT18P16
344866,KRT18P17
342374,KRT18P18
339781,KRT18P19
121054,KRT18P20
132391,KRT18P21
442252,KRT18P22
642448,KRT18P23
340460,KRT18P24
391647,KRT18P25
100418770,KRT18P26
390418,KRT18P27
343326,KRT18P28
729050,KRT18P29
643858,KRT18P30
646723,KRT18P31
391179,KRT18P32
647162,KRT18P33
391589,KRT18P34
391584,KRT18P35
442406,KRT18P36
392214,KRT18P37
441133,KRT18P38
344462,KRT18P39
390904,KRT18P40
345430,KRT18P41
391819,KRT18P42
151825,KRT18P43
139748,KRT18P44
391803,KRT18P45
391458,KRT18P46
390634,KRT18P47
340598,KRT18P48
392516,KRT18P49
442236,KRT18P50
391703,KRT18P51
100418769,KRT18P52
106478925,KRT18P53
100418792,KRT18P54
284085,KRT18P55
106479027,KRT18P56
643329,KRT18P57
644030,KRT18P58
399965,KRT18P59
100418829,KRT18P60
100418865,KRT18P61
100287635,KRT18P62
100288868,KRT18P63
107133513,KRT18P64
442249,KRT18P65
442405,KRT18P66
100631239,KRT18P67
139060,KRT18P68
3880,KRT19
441160,KRT19P1
160313,KRT19P2
442114,KRT19P3
100128041,KRT19P4
106480807,KRT19P6
54474,KRT20
25984,KRT23
192666,KRT24
147183,KRT25
353288,KRT26
342574,KRT27
162605,KRT28
3881,KRT31
3882,KRT32
3883,KRT33A
3884,KRT33B
3885,KRT34
3886,KRT35
8689,KRT36
8688,KRT37
8687,KRT38
390792,KRT39
125115,KRT40
8686,KRT41P
284116,KRT42P
100418861,KRT43P
112802,KRT71
140807,KRT72
319101,KRT73
100127967,KRT73-AS1
121391,KRT74
9119,KRT75
51350,KRT76
374454,KRT77
196374,KRT78
338785,KRT79
144501,KRT80
3887,KRT81
3888,KRT82
3889,KRT83
3890,KRT84
3891,KRT85
3892,KRT86
85349,KRT87P
85348,KRT88P
85344,KRT89P
85340,KRT90P
100418828,KRT125P
643865,KRT126P
100418779,KRT127P
106480238,KRT128P
125113,KRT222
643115,KRT223P
81851,KRTAP1-1
81850,KRTAP1-3
728255,KRTAP1-4
83895,KRTAP1-5
81872,KRTAP2-1
728279,KRTAP2-2
730755,KRTAP2-3
85294,KRTAP2-4
85343,KRTAP2-5P
83896,KRTAP3-1
83897,KRTAP3-2
85293,KRTAP3-3
85345,KRTAP3-4P
85285,KRTAP4-1
85291,KRTAP4-2
85290,KRTAP4-3
84616,KRTAP4-4
85289,KRTAP4-5
81871,KRTAP4-6
100132476,KRTAP4-7
728224,KRTAP4-8
100132386,KRTAP4-9
653240,KRTAP4-11
83755,KRTAP4-12
85354,KRTAP4-16
112296190,KRTAP4-17P
387264,KRTAP5-1
440021,KRTAP5-2
387266,KRTAP5-3
387267,KRTAP5-4
439915,KRTAP5-5
440023,KRTAP5-6
440050,KRTAP5-7
57830,KRTAP5-8
3846,KRTAP5-9
387273,KRTAP5-10
440051,KRTAP5-11
387275,KRTAP5-13P
387276,KRTAP5-14P
338651,KRTAP5-AS1
337966,KRTAP6-1
337967,KRTAP6-2
337968,KRTAP6-3
337878,KRTAP7-1
337879,KRTAP8-1
337980,KRTAP8-2P
337981,KRTAP8-3P
728318,KRTAP9-1
83899,KRTAP9-2
83900,KRTAP9-3
85280,KRTAP9-4
100507608,KRTAP9-6
100505724,KRTAP9-7
83901,KRTAP9-8
81870,KRTAP9-9
106480422,KRTAP9-10P
85347,KRTAP9-11P
100287715,KRTAP9-12P
386677,KRTAP10-1
386679,KRTAP10-2
386682,KRTAP10-3
386672,KRTAP10-4
386680,KRTAP10-5
386674,KRTAP10-6
386675,KRTAP10-7
386681,KRTAP10-8
386676,KRTAP10-9
353333,KRTAP10-10
386678,KRTAP10-11
386685,KRTAP10-12
100874224,KRTAP10-13P
337880,KRTAP11-1
353332,KRTAP12-1
353323,KRTAP12-2
386683,KRTAP12-3
386684,KRTAP12-4
112552144,KRTAP12-5P
112268487,KRTAP12-6P
140258,KRTAP13-1
337959,KRTAP13-2
337960,KRTAP13-3
284827,KRTAP13-4
337964,KRTAP13-5P
337965,KRTAP13-6P
254950,KRTAP15-1
100505753,KRTAP16-1
83902,KRTAP17-1
337882,KRTAP19-1
337969,KRTAP19-2
337970,KRTAP19-3
337971,KRTAP19-4
337972,KRTAP19-5
337973,KRTAP19-6
337974,KRTAP19-7
728299,KRTAP19-8
337982,KRTAP19-9P
337983,KRTAP19-10P
337984,KRTAP19-11P
337975,KRTAP20-1
337976,KRTAP20-2
337985,KRTAP20-3
100151643,KRTAP20-4
337977,KRTAP21-1
337978,KRTAP21-2
100288323,KRTAP21-3
337986,KRTAP21-4P
337979,KRTAP22-1
100288287,KRTAP22-2
337963,KRTAP23-1
643803,KRTAP24-1
100131902,KRTAP25-1
388818,KRTAP26-1
643812,KRTAP27-1
100533177,KRTAP29-1
200185,KRTCAP2
730043,KRTCAP2P1
200634,KRTCAP3
388533,KRTDAP
8844,KSR1
106479050,KSR1P1
283455,KSR2
112970,KTI12
3895,KTN1
100129075,KTN1-AS1
79036,KXD1
339855,KY
883,KYAT1
56267,KYAT3
8942,KYNU
729321,KYNUP1
729310,KYNUP2
729323,KYNUP3
3897,L1CAM
54596,L1TD1
100126007,L1TD1P1
79944,L2HGDH
112849,L3HYPDH
26013,L3MBTL1
83746,L3MBTL2
100506544,L3MBTL2-AS1
84456,L3MBTL3
91133,L3MBTL4
101927150,L3MBTL4-AS1
144811,LACC1
90070,LACRT
114294,LACTB
51110,LACTB2
286190,LACTB2-AS1
646262,LACTBL1
3898,LAD1
3902,LAG3
8270,LAGE3
646808,LAGE3P1
3903,LAIR1
3904,LAIR2
3906,LALBA
284217,LAMA1
3908,LAMA2
3909,LAMA3
3910,LAMA4
101927640,LAMA4-AS1
3911,LAMA5
101928158,LAMA5-AS1
3912,LAMB1
3913,LAMB2
22973,LAMB2P1
3914,LAMB3
22798,LAMB4
3915,LAMC1
110841583,LAMC1-AS1
3918,LAMC2
10319,LAMC3
3916,LAMP1
100421198,LAMP1P1
3920,LAMP2
27074,LAMP3
24141,LAMP5
101929329,LAMP5-AS1
55004,LAMTOR1
28956,LAMTOR2
8649,LAMTOR3
100130119,LAMTOR3P1
100874516,LAMTOR3P2
389541,LAMTOR4
10542,LAMTOR5
101410535,LAMTOR5-AS1
106478910,LAMTOR5P1
10314,LANCL1
102724820,LANCL1-AS1
55915,LANCL2
347404,LANCL3
51056,LAP3
100873864,LAP3P1
389386,LAP3P2
9741,LAPTM4A
105373463,LAPTM4A-DT
55353,LAPTM4B
645900,LAPTM4BP1
107075219,LAPTM4BP2
7805,LAPTM5
100506195,LARGE-AS1
100874331,LARGE-IT1
9215,LARGE1
120071,LARGE2
23367,LARP1
55132,LARP1B
644578,LARP1BP1
106479034,LARP1BP2
644403,LARP1BP3
100379623,LARP1P1
113251,LARP4
23185,LARP4B
554354,LARP4P
55323,LARP6
51574,LARP7
106480287,LARP7P1
106481699,LARP7P2
106481700,LARP7P3
100421509,LARP7P4
51520,LARS1
23395,LARS2
100885795,LARS2-AS1
81887,LAS1L
3927,LASP1
105376382,LASTR
27040,LAT
7462,LAT2
9113,LATS1
26524,LATS2
100874066,LATS2-AS1
54900,LAX1
143903,LAYN
81606,LBH
79081,LBHD1
107984640,LBHD2
3929,LBP
